regionID,constellationID,constellationName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,factionID,radius
10000001,20000014,玛尔,-67025415480593200,69065343721766600,-83738546602880000,-77433814344717100,-56617016616469500,55052089301391000,83078598142142300,70906262138822000,96570831066938000,500007,14013300000000000
10000001,20000015,苏比,-96022070504776400,39296496777494200,-83624762212612400,-106671896575290000,-85372244434263200,31692620381826100,46900373173162200,78714012881177900,88535511544047000,500007,10649800000000000
10000001,20000016,乔斯,-49173916281705600,33836265012847800,-42057063709409200,-53452237678029200,-44895594885382200,25587659848169600,42084870177526000,35992279935059800,48121847483758800,500007,8248600000000000
10000002,20000017,诺莫,-111328382873739000,47124237231337200,108042345007324000,-120342524769332000,-102314240978147000,40196058733944400,54052415728730000,-116245911522904000,-99838778491746800,500001,9014140000000000
10000002,20000018,安塔勒恩,-115692045321475000,73490041751318400,91044031940108600,-128835093262736000,-102548997380212000,64756684486083100,82223399016553600,-98338125228173500,-83749938652043800,500001,13143000000000000
10000002,20000019,伊西拉肯,-143645654698282000,52909580254258400,109619376865938000,-153519004289575000,-133772305106990000,42661698014827800,63157462493689000,-114295800169879000,-104942953561996000,500001,10247900000000000
10000002,20000020,木本呂,-134996400468184000,64999452632293200,103325617317520000,-144006154015412000,-125986646920959000,58522258220588600,71476647043998000,-117469227060090000,-89182007574952400,500001,14143600000000000
10000002,20000021,欧柯蒙,-96930752873126200,66671478061111100,101741114599484000,-107736208975300000,-86125296770952800,59626073427345100,73716882694876900,-116754753932848000,-86727475266120800,500001,15013600000000000
10000002,20000022,奥尼尔瓦纳,-90507115871837500,82550623397672400,97469213875362800,-98339802584918000,-82674429158756800,73322563317140000,91778683478204800,-101436453611752000,-93501974138973200,500001,9228060000000000
10000002,20000023,以哈塔罗,-70322400307853900,53718255284865600,88248896857148100,-81145003338444100,-59499797277263600,43962551893726600,63473958676004600,-94326218506763000,-82171575207533200,500001,10822600000000000
10000002,20000024,欧克勒恩,-74187838088608400,92679684118250200,119743943763364000,-81148409550040900,-67227266627176000,83095211718440700,102264156518060000,-123822444497570000,-115665443029160000,500001,9584470000000000
10000002,20000025,欧特萨贝拉,-89365854722718800,78098349688938500,122815243158492000,-95471522233091600,-83260187212346200,67280694585549000,88916004792328300,-129160044383988000,-116470441932998000,500001,10817700000000000
10000002,20000026,奥拉日,-70831513081319000,92899595278725600,99214113850044300,-79911211676856300,-61751814485781600,81424075328876100,104375115228575000,-105753962994864000,-92674264705223600,500001,11475500000000000
10000002,20000027,厄沙拉,-91794704342896600,79537338001393900,136023921368116000,-98457320565911100,-85132088119882000,75263794103355200,83810881899432400,-142703848208880000,-129343994527352000,500001,6679930000000000
10000002,20000028,米沃拉,-49195004630953000,35154556396755100,80627031104049700,-56106610880070200,-42283398381835800,30292857872742900,40016254920767200,-83317261489071200,-77936800719028300,500001,6911610000000000
10000002,20000029,厄尔帕纳,-97766267902300800,71481166323680300,144452603161759000,-106151172886939000,-89381362917663200,64605950613365100,78356382033995300,-147778397330120000,-141126808993396000,500001,8384910000000000
10000003,20000030,U29-0S,-66513135592344400,106332596113235000,165987695889980000,-70922167602412200,-62104103582276800,98904013912009900,113761178314460000,-175641473573460000,-156333918206502000,None,9653780000000000
10000003,20000031,BUG6-X,-95371770993474200,68621257415593800,198066771995088000,-101434960175276000,-89308581811670800,60174367471158800,77068147360028800,-204939572812472000,-191193971177705000,None,8446890000000000
10000003,20000032,OSJ7-I,-50082598650055500,87362461295059900,158787052717737000,-67201046889761800,-32964150410349100,76517661964270200,98207260625849600,-168139788973304000,-149434316462172000,None,17118400000000000
10000003,20000033,DMXN-3,-99233760260769400,131254717897402000,209770750685339000,-109456397362479000,-89011123159060300,116894044393756000,145615391401048000,-214694771735750000,-204846729634928000,None,14360700000000000
10000003,20000034,I89-EP,-77307446099039600,99429771158508700,191827695753879000,-84754366467009100,-69860525731070200,88761500030911500,110098042286106000,-196781511960287000,-186873879547470000,None,10668300000000000
10000003,20000035,Z-DO53,-95979047770882800,91104243395762000,187989064417571000,-103272195706387000,-88685899835378500,77695879510842700,104512607280680000,-201945755536468000,-174032373298672000,None,13956700000000000
10000003,20000036,YUT3-U,-96959562214228000,115976965323544000,178171700292355000,-107342206660500000,-86576917767956300,107640274018555000,124313656628532000,-182193803578400000,-174149597006308000,None,10382600000000000
10000003,20000037,5YHF-H,-69460729913745100,107277728808784000,211861833588607000,-74858990530627000,-64062469296863100,96480937779572700,118074519837996000,-221741730757535000,-201981936419679000,None,10796800000000000
10000003,20000038,UK-MI6,-52458407374936000,116744024602218000,161939902558408000,-57220361168829900,-47696453581042000,103573190306983000,129914858897454000,-169905104147564000,-153974700969251000,None,13170800000000000
10000003,20000039,YDS0-Y,-37611080188305000,104567340214531000,143889798413638000,-47708893978364000,-27513266398246000,89585326694538500,119549353734524000,-150645294598251000,-137134302229024000,None,14982000000000000
10000003,20000040,A3-T8B,-15599951390511800,58204170407514300,146094919517886000,-30335960161359900,-863942619663614,46232484927361200,70175855887667200,-155434663613932000,-136755175421839000,None,14736000000000000
10000003,20000041,DILJ-7,-55557388676937100,103991527604496000,175235332491412000,-61108062551960400,-50006714801913800,96171826613593600,111811228595399000,-180890526670256000,-169580138312568000,None,7819700000000000
10000003,20000042,0-8MWQ,-19710488872023700,84738041304520000,167961716935880000,-25600858792149600,-13820118951897800,79634242639569200,89841839969470700,-179945130048372000,-155978303823391000,None,11983400000000000
10000003,20000043,F-V9QW,-54655474590854600,123108676507826000,218879593357516000,-60511622383391100,-48799326798318000,116132348558544000,130085004457106000,-227965725499628000,-209793461215404000,None,9086130000000000
10000003,20000044,E-8CSQ,-1514667562461480,81652960362731300,175435909067551000,-10532836861876100,7503501736953180,74699713837950300,88606206887512600,-181348518680572000,-169523299454529000,None,9018170000000000
10000003,20000045,9KX-M0,11095113585093600,90541970885213400,160705492923388000,357359445750513,21832867724436700,81643175281532400,99440766488894300,-167799373798343000,-153611612048433000,None,10737800000000000
10000003,20000046,88G-M4,7984492458176920,68914220532039600,168077197075228000,2143875275812080,13825109640541800,57928337495112800,79900103568966400,-172519735761403000,-163634658389055000,None,10985900000000000
10000004,20000047,L5-H1O,112345181195738000,58249254405505900,207923745285729000,99653246630054500,125037115761422000,51031642708078200,65466866102933600,-219676624815968000,-196170865755489000,None,12691900000000000
10000004,20000048,J-4QD7,82235057281779200,68763943720376300,193468952726847000,74920147847206400,89549966716352100,56207619019690800,81320268421061600,-196099460376939000,-190838445076755000,None,12556300000000000
10000004,20000049,LC-AQD,95365561830121900,37691399113295200,191007747774319000,87122757669019600,103608365991224000,25727567579592300,49655230646998000,-203522662329175000,-178492833219464000,None,12514900000000000
10000004,20000050,7PUP-K,74349964199796400,57980328529961200,237707660060956000,69265512787123600,79434415612469200,48729672525131500,67230984534790800,-241913433930753000,-233501886191156000,None,9250660000000000
10000004,20000051,V8UW-M,98850528343110800,79559619351352900,258638058258739000,89039881002363200,108661175683858000,62715918621067600,96403320081638300,-277895491552279000,-239380624965198000,None,19257400000000000
10000004,20000052,T7B-VB,93258374828941200,55313475786618200,229855753632976000,84605309761575200,101911439896307000,39556766237408700,71070185335827600,-247501018854262000,-212210488411692000,None,17645300000000000
10000004,20000053,B-PHYN,87274227413972800,52164330429476400,259770384539448000,78703117417821500,95845337410124000,32128302809621800,72200358049331100,-270230853197563000,-249309915881332000,None,20036000000000000
10000004,20000054,9RW5-Z,87885693905269700,13865039116517100,164377322883812000,81499528910598800,94271858899940800,7424451206732370,20305627026301900,-174086298852795000,-154668346914831000,None,9708980000000000
10000004,20000055,VL-OGL,93913901366827100,76661557980251500,295691910175006000,89780823999141400,98046978734512800,62520826596764000,90802289363739100,-307549013896644000,-283834806453367000,None,14140700000000000
10000004,20000056,VW-JMB,79055461690551600,56150939252861600,307329486129294000,73723728875074700,84387194506028600,46175545958523800,66126332547199200,-312477971377793000,-302181000880796000,None,9975390000000000
10000004,20000057,HN5-RL,99195578320276400,80755558873062000,326045817320345000,95944934156499200,102446222484054000,66697407164262400,94813710581861700,-336012848768635000,-316078785872057000,None,14058200000000000
10000004,20000058,RO-AZT,101486057028744000,90275635871078400,309564902654401000,92581627518874700,110390486538615000,79250291172755500,101300980569400000,-317677836719504000,-301451968589297000,None,11025300000000000
10000004,20000059,KCR-1E,98035362302126800,93879413847931200,357446704176556000,92637127434144300,103433597170108000,88615270818244000,99143556877618400,-366830427395292000,-348062980957822000,None,9383720000000000
10000004,20000060,FL-TD4,67390827320013600,88820165257848900,260266484922457000,58664962754782800,76116691885244600,80154804099038700,97485526416659200,-269018182991303000,-251514786853612000,None,8751700000000000
10000004,20000061,B-HLOG,110740785612982000,95695152896940000,367083502298462000,99600652662138300,121880918563826000,83927544693832100,107462761100048000,-374493094117747000,-359673910479177000,None,11767600000000000
10000004,20000062,0VFS-G,81918647438573700,86733346682467800,380774177850620000,73728142972339600,90109151904807900,76915501424055200,96551191940880400,-386137835623875000,-375410520077364000,None,9817850000000000
10000005,20000063,GJH-1C,95616426008536800,-31515032804269400,-164748864800977000,83871981082463200,107360870934610000,-43311381608068000,-19718684000470800,153664963769896000,175832765832059000,None,11796300000000000
10000005,20000064,RFQ-8Y,133660481311515000,-16228890348590200,-190273639271198000,121180695613428000,146140267009600000,-23612362509615500,-8845418187565000,179578877691207000,200968400851188000,None,12479800000000000
10000005,20000065,MZ-PA2,77496843973927800,-15442356701422000,-203155203452019000,67883664949206000,87110022998649500,-26627400440482800,-4257312962361120,194346813661504000,211963593242534000,None,11185000000000000
10000005,20000066,5F8-PZ,124874496742708000,-29802022457067500,-166005403776531000,112576435747482000,137172557737935000,-38997554822236300,-20606490091898700,152956854299094000,179053953253967000,None,13048500000000000
10000005,20000067,PR-ACX,106725752239432000,-30408883602762500,-186128662233232000,96883739059821500,116567765419043000,-41922852723691200,-18894914481833700,178656610938806000,193600713527659000,None,11514000000000000
10000005,20000068,5P4-QA,146181972871032000,-18457688314862200,-211755880542510000,135510341160370000,156853604581695000,-27078890267554000,-9836486362170380,203594626826948000,219917134258070000,None,10671600000000000
10000005,20000069,1RG-GU,65895761567770200,-24140946526863100,-205869439168795000,61880021938627200,69911501196913100,-34422177559756600,-13859715493969500,196478749034395000,215260129303195000,None,10281200000000000
10000005,20000070,ZPI-2E,168633211470464000,-34753390351946800,-228035652156065000,160612899877966000,176653523062964000,-51619208215516000,-17887572488377600,213466490338948000,242604813973184000,None,16865800000000000
10000005,20000071,D-95MV,111412007944826000,-12062671703106700,-207213171277608000,94817389814211000,128006626075442000,-23344664987730100,-780678418483380,202847658587396000,211578683967822000,None,16594600000000000
10000005,20000072,3R-BJL,208994892179550000,-12952982418948500,-194787266992566000,189905290217871000,228084494141230000,-19983015851255600,-5922948986641530,186771604915863000,202802929069268000,None,19089600000000000
10000005,20000073,T875-C,81811631330727600,-50720332048902600,-210097452731596000,66884526694394700,96738735967060400,-61320802995327200,-40119861102478000,201876895620369000,218318009842824000,None,14927100000000000
10000005,20000074,4SRW-B,68519629679937600,-16788780814371400,-227533857587847000,63355639914468400,73683619445406800,-29531462711880200,-4046098916862710,218108693354316000,236959021821376000,None,12742700000000000
10000005,20000075,HOV-VI,58085917807688300,-28877276473706600,-219987046200608000,49482912280940300,66688923334436300,-39423163912393400,-18331389035019800,217114153117348000,222859939283868000,None,10545900000000000
10000005,20000076,NZU8-G,136909058206464000,-34785060800507800,-204136942807228000,124232013861986000,149586102550944000,-43574956781374700,-25995164819640800,197880519164212000,210393366450241000,None,12677000000000000
10000006,20000077,0FC-ZX,122072758906032000,-16779717773981400,-157619597580259000,110669678185760000,133475839626302000,-28340963787176500,-5218471760786430,150909816728979000,164329378431537000,None,11561200000000000
10000006,20000078,AC-RON,137370897838259000,8232432159656810,-149783265558614000,130597642269296000,144144153407220000,-1290037627681530,17754901946995100,142018883320999000,157547647796228000,None,9522470000000000
10000006,20000079,RF9-ZU,107842875633863000,2812639394662790,-176706153814934000,98497827264224800,117187924003500000,-5111715170428120,10736993959753700,167652163657104000,185760143972764000,None,9345050000000000
10000006,20000080,DJ-XCW,104747162602870000,-1659717469163310,-144430017697753000,97618826020966800,111875499184774000,-12532625137053400,9213190198726730,138076167573096000,150783867822411000,None,10872900000000000
10000006,20000081,3GK-WS,91064303681446700,9684709253246680,-149712235378091000,85124694507156000,97003912855737200,928164548921419,18441253957571900,136354198833267000,163070271922915000,None,13358000000000000
10000006,20000082,5ZR-29,70926975289732400,3839812431920330,-147035217857220000,66356019481235800,75497931098228900,-8899232577684160,16578857441524800,144610385065662000,149460050648779000,None,12739000000000000
10000006,20000083,J-9M7D,55094289188289600,6470885908622320,-183026537726128000,48166937486479000,62021640890100300,1537896811998220,11403875005246400,177002722291219000,189050353161039000,None,6927350000000000
10000006,20000084,R-M719,70481625989497400,4715897905218530,-172631015151399000,64315183717600400,76648068261394300,-8987172473956290,18418968284393400,164234799042577000,181027231260220000,None,13703100000000000
10000006,20000085,5Y1E-3,114255230938303000,16170487150095300,-156522164737633000,106667673755784000,121842788120823000,8021372129731610,24319602170458900,152592088021223000,160452241454044000,None,8149120000000000
10000006,20000086,760-9C,99277128765664400,-13043260308608100,-162926173720071000,88217505269076900,110336752262252000,-19021964439995100,-7064556177221050,157940340595440000,167912006844700000,None,11059600000000000
10000006,20000087,4-QV2L,83354229553009200,21863163054607500,-180582076915718000,71814484705572700,94893974400445700,16296783450299300,27429542658915600,175909100285864000,185255053545572000,None,11539700000000000
10000006,20000088,GU-JZ1,83647590451866200,-6955335166507190,-142341340477442000,76369067891698800,90926113012033600,-18931963768427200,5021293435412780,139617849870154000,145064831084729000,None,11976600000000000
10000007,20000089,BVA-YH,220534180903670000,7175226271340410,-106354699551511000,211902825837728000,229165535969612000,1380989784662150,12969462758018700,98742581596448900,113966817506572000,None,8631360000000000
10000007,20000090,VS-8P0,183951658928238000,9761231144107390,-120228420356962000,168486163179495000,199417154676982000,2898270229378900,16624192058835900,112535597991756000,127921242722167000,None,15465500000000000
10000007,20000091,5HN-S5,224114852400476000,-15582868522270300,-85258706497681200,214088951610300000,234140753190651000,-28078812574864100,-3086924469676600,69124600091398000,101392812903964000,None,16134100000000000
10000007,20000092,Y-JSM8,253779292278507000,4640064166336240,-98750530649807800,231875968206145000,275682616350868000,-7905412092661460,17185540425333900,89489898210421200,108011163089194000,None,21903300000000000
10000007,20000093,VSC-W9,287528567120156000,-18895670266378300,-77164576486649100,277546601310816000,297510532929496000,-32199397382372800,-5591943150383830,70452831361986300,83876321611311900,None,13303700000000000
10000007,20000094,FQ-COP,305503962670838000,-42131490031126800,-88263069787450000,291962336466472000,319045588875206000,-54268759936178000,-29994220126075600,83359246910115300,93166892664784400,None,13541600000000000
10000007,20000095,MRC-29,282432889187024000,-11149121009654200,-49918145941828400,267344945884475000,297520832489574000,-36097505948770800,13799263929462500,44326312449606400,55509979434050400,None,24948400000000000
10000008,20000096,51ZT-6,47434283796252300,12686193877183800,-149422986946270000,32418840200710700,62449727391793800,-3394359414656190,28766747169023700,135347357978628000,163498615913912000,None,16080600000000000
10000008,20000097,4YFT-F,51650554021543200,6432635259158460,-129755759904938000,37471050311939800,65830057731146800,-4579157356155900,17444427874472800,121625540970984000,137885978838891000,None,14179500000000000
10000008,20000098,P-I9PF,32507759429734700,31715019526786400,-119041223169724000,25802294278059600,39213224581409800,26417349603355800,37012689450216800,110857821721450000,127224624617999000,None,8183400000000000
10000008,20000099,ENP-SH,81174978736738400,12154196696489900,-130054969482864000,68827156152532400,93522801320944100,-1972689063314170,26281082456294000,118578754529036000,141531184436692000,None,14126900000000000
10000008,20000100,Y-M7ML,18636660874023100,-21485660357373500,-158065612673596000,12554607404164400,24718714343881800,-26176468208711500,-16794852506035500,148121254972244000,168009970374948000,None,9944360000000000
10000008,20000101,QI1M-Q,37953812764429800,27713965209474900,-172427164786443000,33484248768241500,42423376760618200,23417771642211000,32010158776738700,160734670105646000,184119659467240000,None,11692500000000000
10000008,20000102,7VJ-7M,43397442943489400,-19190950228273400,-134612859563579000,35127576688318700,51667309198660200,-27337564846627300,-11044335609919600,127523694415810000,141702024711348000,None,8269870000000000
10000008,20000103,02QH-A,80994372271863200,1768952945564520,-103993036168968000,77566193119269600,84422551424457100,-6631497198490920,10169403089620000,96973433514454800,111012638823483000,None,8400450000000000
10000008,20000104,WQZ8-4,87836818814179600,31470637909067600,-114392829382876000,78750480680872300,96923156947486800,23248101436744200,39693174381391000,108956066803399000,119829591962352000,None,9086340000000000
10000008,20000105,DITJ-X,109636974400018000,23000281848369900,-134522186650614000,102338238953030000,116935709847006000,15270034492229900,30730529204509900,128548235800126000,140496137501100000,None,7730250000000000
10000008,20000106,YCM-AI,31849764675940100,-19820789939149000,-135155425676134000,25584370299963400,38115159051916800,-33429625758106700,-6211954120191200,128284728911939000,142026122440328000,None,13608800000000000
10000008,20000107,CN5-F2,61556023526654800,26672791036413200,-136563993515708000,54439810998407800,68672236054901900,23305829506464800,30039752566361500,129814787419583000,143313199611835000,None,7116210000000000
10000009,20000108,IV-LWJ,143669542320848000,38992930875167000,-121491322989264000,124479968414611000,162859116227086000,29297330991139300,48688530759194800,116291612142338000,126691033836190000,None,19189600000000000
10000009,20000109,U-EUG7,154626354137068000,-11823840271645900,-125423433868884000,147607424632376000,161645283641760000,-18880263294495200,-4767417248796550,113303099139924000,137543768597843000,None,12120300000000000
10000009,20000110,E-95ID,173073028130017000,-13117497770087000,-139428507171347000,164549229898809000,181596826361225000,-18239777378027400,-7995218162146540,131475679768122000,147381334574571000,None,8523800000000000
10000009,20000111,8-4EFQ,152453882638374000,9151466959745390,-133958197453120000,143278195821126000,161629569455622000,-3337336106166010,21640270025656800,126094453887968000,141821941018270000,None,12488800000000000
10000009,20000112,Z-ONUI,174025752153084000,14799669046587700,-141960985079646000,166708812233737000,181342692072428000,8077204310392760,21522133782782700,136039076435032000,147882893724260000,None,7316940000000000
10000009,20000113,QA-P7J,130661433330644000,3707259230123840,-133586037562368000,118743422424703000,142579444236587000,-3135250827934060,10549769288181700,122038972670314000,145133102454423000,None,11918000000000000
10000009,20000114,UR-HG4,129299721132696000,-12172420543761100,-141853303178696000,121188596847580000,137410845417812000,-25735439494436600,1390598406914350,135075523160155000,148631083197240000,None,13563000000000000
10000009,20000115,0YMH-Q,115192825643198000,37893658189925500,-110943572916188000,107679083200776000,122706568085620000,25839114745614900,49948201634236000,105013924887848000,116873220944528000,None,12054500000000000
10000009,20000116,0EA3-8,108381641944456000,-3650128614248960,-132609381775655000,100685181627404000,116078102261507000,-16669048752733700,9368791524235740,125578166367192000,139640597184119000,None,13018900000000000
10000009,20000117,0-YMZM,149354745003758000,-41217100179207500,-157798434727792000,144352042671104000,154357447336411000,-58163880645294300,-24270319713120700,151986753446888000,163610116008694000,None,16946800000000000
10000009,20000118,N5V-Y0,137559938907146000,17668863664686400,-107383500539696000,131074099919710000,144045777894582000,10569687919759000,24768039409613700,100240255344560000,114526745734830000,None,7143250000000000
10000009,20000119,N-LY4R,135464684681862000,38540819338710700,-101306340740350000,127664636539026000,143264732824699000,31838852689119700,45242785988301600,94769894128689600,107842787352010000,None,7800050000000000
10000009,20000120,V2S-RH,200012027840968000,-9311472488803290,-162247373854768000,184129914886084000,215894140795852000,-29482719538814000,10859774561207400,146380084909697000,178114662799838000,None,20171200000000000
10000009,20000121,FD-7Y4,189881601229627000,-33727856372821500,-172147892214163000,177676916781960000,202086285677294000,-39826053131984800,-27629659613658300,158236953212652000,186058831215673000,None,13910900000000000
10000009,20000122,TL-FDN,165595672562000000,46887322537739200,-98366331309125400,160019409797676000,171171935326324000,40263159682680300,53511485392798000,86049977559380400,110682685058870000,None,12316400000000000
10000009,20000123,R-CL2W,164843068991600000,-35666022983537200,-192412026582844000,144466441356368000,185219696626835000,-49403232453375400,-21928813513699000,183175778352140000,201648274813548000,None,20376600000000000
10000010,20000124,1P-VL2,-148941342731609000,84321957499097900,199814357212184000,-162860646447307000,-135022039015912000,77341929754821500,91301985243374200,-203092699835796000,-196536014588569000,None,13919300000000000
10000010,20000125,X-VN63,-160126885707430000,101547334866336000,227438152604030000,-171220828809596000,-149032942605264000,94921111947353900,108173557785319000,-239269345575048000,-215606959633012000,None,11831200000000000
10000010,20000126,014U-A,-131975561560756000,104012241030495000,216935176190009000,-146921209083884000,-117029914037630000,101394256771806000,106630225289183000,-223312501954996000,-210557850425023000,None,14945600000000000
10000010,20000127,52-JKU,-97758771293823000,97295897802207200,231010326963716000,-112950648193160000,-82566894394485900,85873554605564600,108718240998850000,-242358522063868000,-219662131863564000,None,15191900000000000
10000010,20000128,E3-NLE,-150059683681340000,118758873119434000,222186907172345000,-158162163692812000,-141957203669867000,106363017857414000,131154728381452000,-236425342757715000,-207948471586976000,None,14238400000000000
10000010,20000129,GORV-P,-180136061822224000,85171389308301200,248701329588798000,-189812594176849000,-170459529467600000,76029933958880800,94312844657721700,-255680517505132000,-241722141672463000,None,9676530000000000
10000010,20000130,03C-SU,-178384511274464000,110740299382246000,213160711113078000,-185422362542416000,-171346660006512000,99524447485881600,121956151278610000,-221012404192988000,-205309018033167000,None,11215900000000000
10000010,20000131,W-XBGF,-60091350672596300,81744510925868800,236299327639912000,-73547554899645700,-46635146445546800,73311149089360100,90177872762377600,-241897175339444000,-230701479940377000,None,13456200000000000
10000011,20000132,730-KH,20358956992642200,11772109108218800,-73959688118695200,8123190403756690,32594723581527700,2483937048097550,21060281168340000,65883063681453900,82036312555936400,500015,12235800000000000
10000011,20000133,U-3HAO,63098956484474700,31470364839839300,-91212753448294500,54991624644446400,71206288324502800,25639116469395400,37301613210283100,83986423908961500,98439082987627600,500015,8107330000000000
10000011,20000134,K-DLD2,27690929212012400,13917993823778900,-99698833218890700,21792546785857300,33589311638167500,6540643808625060,21295343838932800,93532718325813900,105864948111968000,500015,7377350000000000
10000011,20000135,V-LQBF,19368033326566500,12979870984646300,-107393866311318000,5721632318943390,33014434334189500,-5647321200149810,31607063169442400,86609648298643200,128178084323994000,500015,20784200000000000
10000011,20000136,BB8E-G,43468647848808000,41441143605089400,-79263560624067200,31050389147984400,55886906549631600,28791473343881800,54090813866297100,72833714459426200,85693406788708100,500015,12649700000000000
10000011,20000137,IYOO-M,47776262297513800,12390568141032000,-107793982150744000,34268648551921600,61283876043106000,3615544054603940,21165592227460100,100902009437980000,114685954863510000,500015,13507600000000000
10000011,20000138,Q-PVMK,15787578166538700,37513844019360700,-68898473249385100,5397262846990600,26177893486086700,25131033593310300,49896654445411000,62156815259535800,75640131239234400,500015,12382800000000000
10000011,20000139,AP-S8F,50653104158785200,42748596529846200,-54407898915002300,42628102588154600,58678105729416000,28409845174221700,57087347885470800,42174796877534000,66641000952470600,500015,14338800000000000
10000011,20000140,T-W4L3,21954075154765800,51804205940710600,-90495311840283000,14945607060452200,28962543249079500,33667928962953900,69940482918467200,83202906944425700,97787716736140000,500015,18136300000000000
10000011,20000141,V-4QJC,17342839330038500,-4417019452325860,-43608513116076800,4803335035287160,29882343624789800,-15438979213827000,6604940309175250,24335158725685100,62881867506468800,500015,19273400000000000
10000011,20000142,DYK-G8,51035828455173600,15556113106861900,-59778247723980400,38365044771845000,63706612138502300,10608995671599600,20503230542124100,53434459901499200,66122035546461500,500015,12670800000000000
10000011,20000143,L-TEVM,79641819325546000,36502221548461100,-67797459470522200,73042935309207800,86240703341884300,25639479690273700,47364963406648400,59483685822786700,76111233118257600,500015,10862700000000000
10000011,20000144,HRJG-D,66606911247768300,62530274640046300,-40845254251984600,54883769858073800,78330052637462800,54275074150497800,70785475129594800,34634753772562700,47055754731406600,500015,11723100000000000
10000011,20000145,W-3Y6D,18690328019372600,16741284171842600,-107087252085358000,12390757955809500,24989898082935700,11243675366595200,22238892977090100,101681230014286000,112493274156430000,500015,6299570000000000
10000011,20000146,I3-2J0,89240097093909500,28819304443065100,-37724433284453200,78915935756958800,99564258430860100,19731243423269600,37907365462860600,24863404771228300,50585461797678200,500015,12861000000000000
10000012,20000147,安宁,45022421093594800,-30265859627869800,-167124134638033000,39535350680596400,50509491506593200,-46000725062279800,-14530994193459900,155012175658568000,179236093617499000,500011,15734900000000000
10000012,20000148,乐土,17136466492517000,4157756309089630,-162173158167280000,9164797791324640,25108135193709400,-8952112127652550,17267624745831800,153477394066559000,170868922268001000,500011,13109900000000000
10000012,20000149,极乐,18118174121452400,7080315135308140,-141780566213940000,12317576822452300,23918771420452500,-5040496867838060,19201127138454300,133853347931107000,149707784496772000,500011,12120800000000000
10000012,20000150,回声,5625386148395370,27705948177697800,-145859802631073000,-5405431685603580,16656203982394300,16898013635686000,38513882719709600,139622661236064000,152096944026083000,500011,11030800000000000
10000012,20000151,永欢,29762296734230100,-3448459592996980,-159960319750078000,20838559227439600,38686034241020700,-12168037992578500,5271118806584500,153883667571848000,166036971928307000,500011,8923740000000000
10000012,20000152,硬朗,-994208949906410,-6393436931153370,-135105384527696000,-9239737206684510,7251319306871690,-16838802416738000,4051928554431220,126834683272436000,143376085782958000,500011,10445400000000000
10000012,20000153,天堂,-17164902474422800,17478381521822700,-138674513160224000,-23556644404880800,-10773160543964800,8481809327760680,26474953715884700,132515611637732000,144833414682716000,500011,8996570000000000
