stationID,security,dockingCostPerVolume,maxShipVolumeDockable,officeRentalCost,operationID,stationTypeID,corporationID,solarSystemID,constellationID,regionID,stationName,x,y,z,reprocessingEfficiency,reprocessingStationsTake,reprocessingHangarFlag
60000043,0.7795353407,0E-10,50000000.0000000000,10000,26,1531,1000002,30003393,20000495,10000042,伊鲁沃底 VIII - 卫星 2 - CBD社团 储存工厂,3163545231360.0000000000,-108197928960.0000000000,-3690952826880.0000000000,0.5000000000,0.0500000000,4
60000046,0.6045779379,0E-10,50000000.0000000000,10000,26,1531,1000002,30003399,20000495,10000042,沃尔斯克 IV - 卫星 1 - CBD社团 储存工厂,-105891962880.0000000000,18134016000.0000000000,-64060416000.0000000000,0.5000000000,0.0500000000,4
60000049,0.9118980891,0E-10,50000000.0000000000,10000,26,1531,1000002,30003397,20000495,10000042,邦戈维贝尔 IX - 卫星 10 - CBD社团 储存工厂,-261978562560.0000000000,-44508979200.0000000000,581469020160.0000000000,0.5000000000,0.0500000000,4
60000052,0.9050998520,0E-10,50000000.0000000000,10000,26,1531,1000002,30003395,20000495,10000042,洛雷恩 X - 卫星 13 - CBD社团 储存工厂,991590604800.0000000000,-51580477440.0000000000,2064394444800.0000000000,0.5000000000,0.0500000000,4
60000055,0.8265758733,0E-10,50000000.0000000000,10000,26,1531,1000002,30003394,20000495,10000042,弗瑞特利杜 IX - 卫星 15 - CBD社团 储存工厂,-2267215994880.0000000000,108494069760.0000000000,2340726251520.0000000000,0.5000000000,0.0500000000,4
60000058,0.5728197321,0E-10,50000000.0000000000,10000,26,1531,1000002,30003082,20000450,10000038,哈托里 X - 卫星 12 - CBD社团 储存工厂,-1699735511040.0000000000,146663301120.0000000000,825273753600.0000000000,0.5000000000,0.0500000000,4
60000061,0.4744237886,0E-10,50000000.0000000000,10000,26,1531,1000002,30003084,20000450,10000038,马尔帕拉 II - CBD社团 储存工厂,-68915404800.0000000000,-1358684160.0000000000,73023774720.0000000000,0.5000000000,0.0500000000,4
60000064,0.5728197321,0E-10,50000000.0000000000,10000,26,1531,1000002,30003082,20000450,10000038,哈托里 X - 卫星 10 - CBD社团 储存工厂,-1700332707840.0000000000,146714910720.0000000000,826992107520.0000000000,0.5000000000,0.0500000000,4
60000067,0.7241339263,0E-10,50000000.0000000000,10000,26,1531,1000002,30003081,20000450,10000038,罗尼 I - 卫星 1 - CBD社团 储存工厂,4826357760.0000000000,-225484800.0000000000,-108262563840.0000000000,0.5000000000,0.0500000000,4
60000070,0.5728197321,0E-10,50000000.0000000000,10000,26,1531,1000002,30003082,20000450,10000038,哈托里 IX - 卫星 8 - CBD社团 储存工厂,121209692160.0000000000,-10458193920.0000000000,-838286499840.0000000000,0.5000000000,0.0500000000,4
60000073,0.8095908221,0E-10,50000000.0000000000,10000,26,1531,1000002,30003083,20000450,10000038,君森 V - 卫星 20 - CBD社团 储存工厂,2160797982720.0000000000,414495989760.0000000000,-1123305185280.0000000000,0.5000000000,0.0500000000,4
60000076,0.3021467524,0E-10,50000000.0000000000,10000,26,1531,1000002,30002414,20000355,10000028,克林格特 VII - 卫星 2 - CBD社团 储存工厂,-337193902080.0000000000,63504506880.0000000000,-289445683200.0000000000,0.5000000000,0.0500000000,4
60000079,0.3020362117,0E-10,50000000.0000000000,10000,26,1531,1000002,30002415,20000355,10000028,威尔德 IV - 卫星 14 - CBD社团 储存工厂,-972277309440.0000000000,13201367040.0000000000,1525280808960.0000000000,0.5000000000,0.0500000000,4
60000082,0.3021467524,0E-10,50000000.0000000000,10000,26,1531,1000002,30002414,20000355,10000028,克林格特 IV - 卫星 1 - CBD社团 储存工厂,92901335040.0000000000,-17496023040.0000000000,110818959360.0000000000,0.5000000000,0.0500000000,4
60000085,0.0345551972,0E-10,50000000.0000000000,10000,26,1531,1000002,30002420,20000355,10000028,伊格贝格尔 XI - 卫星 3 - CBD社团 储存工厂,-352724951040.0000000000,-70727147520.0000000000,1370689413120.0000000000,0.5000000000,0.0500000000,4
60000088,0.3021467524,0E-10,50000000.0000000000,10000,26,1531,1000002,30002414,20000355,10000028,克林格特 V - CBD社团 储存工厂,-38781788160.0000000000,7309762560.0000000000,-208769802240.0000000000,0.5000000000,0.0500000000,4
60000091,0.3021467524,0E-10,50000000.0000000000,10000,26,1531,1000002,30002414,20000355,10000028,克林格特 IX - 卫星 3 - CBD社团 储存工厂,641821040640.0000000000,-120874475520.0000000000,1055101132800.0000000000,0.5000000000,0.0500000000,4
60000094,0.7090456871,0E-10,50000000.0000000000,10000,26,1531,1000002,30003429,20000500,10000042,格夫尔 VIII - 卫星 10 - CBD社团 储存工厂,-376667136000.0000000000,-34467962880.0000000000,1304583413760.0000000000,0.5000000000,0.0500000000,4
60000097,0.5810701614,0E-10,50000000.0000000000,10000,26,1531,1000002,30003432,20000500,10000042,鲁美根 V - 卫星 2 - CBD社团 储存工厂,-59621744640.0000000000,-6001090560.0000000000,-671180513280.0000000000,0.5000000000,0.0500000000,4
60000100,0.6713491738,0E-10,50000000.0000000000,10000,26,1531,1000002,30003430,20000500,10000042,欧泊德 IX - 卫星 6 - CBD社团 储存工厂,-4403514040320.0000000000,-498863923200.0000000000,2968522137600.0000000000,0.5000000000,0.0500000000,4
60000103,0.5810701614,0E-10,50000000.0000000000,10000,26,1531,1000002,30003432,20000500,10000042,鲁美根 I - CBD社团 储存工厂,-39094640640.0000000000,-3935723520.0000000000,-63403991040.0000000000,0.5000000000,0.0500000000,4
60000106,0.6713491738,0E-10,50000000.0000000000,10000,26,1531,1000002,30003430,20000500,10000042,欧泊德 IV - 卫星 1 - CBD社团 储存工厂,-118070845440.0000000000,-13375856640.0000000000,-202273136640.0000000000,0.5000000000,0.0500000000,4
60000109,0.7090456871,0E-10,50000000.0000000000,10000,26,1531,1000002,30003429,20000500,10000042,格夫尔 VII - 卫星 3 - CBD社团 储存工厂,561277378560.0000000000,51362734080.0000000000,-547152814080.0000000000,0.5000000000,0.0500000000,4
60000112,0.5930926592,0E-10,50000000.0000000000,10000,26,1531,1000002,30005001,20000732,10000064,阿尔蒙 VIII - 卫星 2 - CBD社团 储存工厂,-259453132800.0000000000,-3006013440.0000000000,-316619120640.0000000000,0.5000000000,0.0500000000,4
60000115,0.4236857699,0E-10,50000000.0000000000,10000,26,1531,1000002,30005003,20000732,10000064,埃迪瑞恩 V - 卫星 4 - CBD社团 储存工厂,55648788480.0000000000,10898104320.0000000000,-502882590720.0000000000,0.5000000000,0.0500000000,4
60000118,0.6694961114,0E-10,50000000.0000000000,10000,26,1531,1000002,30005004,20000732,10000064,阿泰恩 V - 卫星 2 - CBD社团 储存工厂,1630383759360.0000000000,218044784640.0000000000,1114428825600.0000000000,0.5000000000,0.0500000000,4
60000121,0.3732625997,0E-10,50000000.0000000000,10000,26,1531,1000002,30005007,20000732,10000064,里斯巴塔尼 I - CBD社团 储存工厂,33754521600.0000000000,-1452072960.0000000000,-52854251520.0000000000,0.5000000000,0.0500000000,4
60000124,0.5930926592,0E-10,50000000.0000000000,10000,26,1531,1000002,30005001,20000732,10000064,阿尔蒙 XII - CBD社团 储存工厂,2625060003840.0000000000,30402109440.0000000000,-3254444482560.0000000000,0.5000000000,0.0500000000,4
60000127,0.5930926592,0E-10,50000000.0000000000,10000,26,1531,1000002,30005001,20000732,10000064,阿尔蒙 X - 卫星 8 - CBD社团 储存工厂,-1071703941120.0000000000,-12411494400.0000000000,-106688962560.0000000000,0.5000000000,0.0500000000,4
60000130,0.4786732022,0E-10,50000000.0000000000,10000,26,1531,1000002,30004250,20000622,10000054,赤壁 VI - 卫星 13 - CBD社团 储存工厂,-82122547200.0000000000,8119050240.0000000000,545027235840.0000000000,0.5000000000,0.0500000000,4
60000133,0.7518781391,0E-10,50000000.0000000000,10000,26,1531,1000002,30004253,20000622,10000054,帕西呐 VII - 卫星 9 - CBD社团 储存工厂,794193223680.0000000000,-9298944000.0000000000,218087546880.0000000000,0.5000000000,0.0500000000,4
60000136,0.6893498195,0E-10,50000000.0000000000,10000,26,1531,1000002,30004249,20000622,10000054,埃瓦达 II - CBD社团 储存工厂,77468835840.0000000000,12991979520.0000000000,34781306880.0000000000,0.5000000000,0.0500000000,4
60000139,0.4985548327,0E-10,50000000.0000000000,10000,26,1531,1000002,30004248,20000622,10000054,海玫 IX - 卫星 4 - CBD社团 储存工厂,-1456338001920.0000000000,202727055360.0000000000,636877578240.0000000000,0.5000000000,0.0500000000,4
60000142,0.4786732022,0E-10,50000000.0000000000,10000,26,1531,1000002,30004250,20000622,10000054,赤壁 VIII - 卫星 21 - CBD社团 储存工厂,-736036331520.0000000000,72757862400.0000000000,-1866394460160.0000000000,0.5000000000,0.0500000000,4
60000145,0.4985548327,0E-10,50000000.0000000000,10000,26,1531,1000002,30004248,20000622,10000054,海玫 II - CBD社团 储存工厂,-55428833280.0000000000,7716495360.0000000000,-27634851840.0000000000,0.5000000000,0.0500000000,4
60000148,0.4787558024,0E-10,50000000.0000000000,10000,26,1531,1000002,30002513,20000368,10000030,达马林 VI - CBD社团 储存工厂,189263093760.0000000000,25911091200.0000000000,-1332314480640.0000000000,0.5000000000,0.0500000000,4
60000151,0.3767940377,0E-10,50000000.0000000000,10000,26,1531,1000002,30002517,20000368,10000030,古摩洛歌德 VI - 卫星 4 - CBD社团 储存工厂,-96244654080.0000000000,19418112000.0000000000,356422164480.0000000000,0.5000000000,0.0500000000,4
60000154,0.4386842563,0E-10,50000000.0000000000,10000,26,1531,1000002,30002515,20000368,10000030,欧菲姆 V - 卫星 3 - CBD社团 储存工厂,-663907491840.0000000000,35747389440.0000000000,612626718720.0000000000,0.5000000000,0.0500000000,4
60000157,0.3767940377,0E-10,50000000.0000000000,10000,26,1531,1000002,30002517,20000368,10000030,古摩洛歌德 VIII - 卫星 25 - CBD社团 储存工厂,212856545280.0000000000,-42946682880.0000000000,1496815411200.0000000000,0.5000000000,0.0500000000,4
60000160,0.5588356980,0E-10,50000000.0000000000,10000,26,1531,1000002,30002512,20000368,10000030,阿拉库古 VIII - 卫星 2 - CBD社团 储存工厂,-207847464960.0000000000,9396756480.0000000000,-897363517440.0000000000,0.5000000000,0.0500000000,4
60000163,0.5588356980,0E-10,50000000.0000000000,10000,26,1531,1000002,30002512,20000368,10000030,阿拉库古 IX - 卫星 9 - CBD社团 储存工厂,1472972021760.0000000000,-66592235520.0000000000,1280668016640.0000000000,0.5000000000,0.0500000000,4
60000166,0.4721050627,0E-10,50000000.0000000000,10000,26,1531,1000002,30004295,20000627,10000054,克巴 II - CBD社团 储存工厂,79254773760.0000000000,-14926848000.0000000000,-78418206720.0000000000,0.5000000000,0.0500000000,4
60000169,0.3832672193,0E-10,50000000.0000000000,10000,26,1531,1000002,30004293,20000627,10000054,瑟茨 VIII - 卫星 3 - CBD社团 储存工厂,311143833600.0000000000,57304965120.0000000000,182119342080.0000000000,0.5000000000,0.0500000000,4
60000172,0.2754995123,0E-10,50000000.0000000000,10000,26,1531,1000002,30004292,20000627,10000054,索扎 XII - 卫星 14 - CBD社团 储存工厂,-116559667200.0000000000,8914083840.0000000000,1347375882240.0000000000,0.5000000000,0.0500000000,4
60000175,0.3832672193,0E-10,50000000.0000000000,10000,26,1531,1000002,30004293,20000627,10000054,瑟茨 XII - 卫星 4 - CBD社团 储存工厂,859130388480.0000000000,158230978560.0000000000,3032176680960.0000000000,0.5000000000,0.0500000000,4
60000178,0.2281417259,0E-10,50000000.0000000000,10000,26,1531,1000002,30004289,20000627,10000054,维尼 III - CBD社团 储存工厂,-304149749760.0000000000,11314913280.0000000000,529120665600.0000000000,0.5000000000,0.0500000000,4
60000181,0.4721050627,0E-10,50000000.0000000000,10000,26,1531,1000002,30004295,20000627,10000054,克巴 IX - 卫星 1 - CBD社团 储存工厂,275792486400.0000000000,-51945922560.0000000000,-2300021022720.0000000000,0.5000000000,0.0500000000,4
60000184,0.9396644808,0E-10,50000000.0000000000,10000,26,1531,1000002,30001673,20000247,10000020,谢尔沙 III - CBD社团 储存工厂,267603763200.0000000000,49604567040.0000000000,-184447426560.0000000000,0.5000000000,0.0500000000,4
60000187,0.8914440725,0E-10,50000000.0000000000,10000,26,1531,1000002,30001674,20000247,10000020,希拉班 VI - 卫星 1 - CBD社团 储存工厂,5589312675840.0000000000,-1041337589760.0000000000,-391955128320.0000000000,0.5000000000,0.0500000000,4
60000190,0.8914440725,0E-10,50000000.0000000000,10000,26,1531,1000002,30001674,20000247,10000020,希拉班 IV - 卫星 5 - CBD社团 储存工厂,2270379417600.0000000000,-422991421440.0000000000,3396018216960.0000000000,0.5000000000,0.0500000000,4
60000193,0.8914440725,0E-10,50000000.0000000000,10000,26,1531,1000002,30001674,20000247,10000020,希拉班 III - 卫星 3 - CBD社团 储存工厂,-195922452480.0000000000,36502855680.0000000000,1291398881280.0000000000,0.5000000000,0.0500000000,4
60000196,0.6843957686,0E-10,50000000.0000000000,10000,26,1531,1000002,30001669,20000247,10000020,皮梅北卡 VIII - 卫星 9 - CBD社团 储存工厂,-1674345553920.0000000000,315552768000.0000000000,-303405342720.0000000000,0.5000000000,0.0500000000,4
60000199,0.8914440725,0E-10,50000000.0000000000,10000,26,1531,1000002,30001674,20000247,10000020,希拉班 VIII - 卫星 1 - CBD社团 储存工厂,8383854305280.0000000000,-1561984573440.0000000000,672309780480.0000000000,0.5000000000,0.0500000000,4
60000202,0.3408937497,0E-10,50000000.0000000000,10000,26,1531,1000002,30005032,20000736,10000065,卡巴拉 VII - 卫星 15 - CBD社团 储存工厂,1226881966080.0000000000,-18322759680.0000000000,673251287040.0000000000,0.5000000000,0.0500000000,4
60000205,0.3514966459,0E-10,50000000.0000000000,10000,26,1531,1000002,30005031,20000736,10000065,勒比亚 II - CBD社团 储存工厂,67616071680.0000000000,-8097177600.0000000000,136722309120.0000000000,0.5000000000,0.0500000000,4
60000208,0.4381709993,0E-10,50000000.0000000000,10000,26,1531,1000002,30005035,20000736,10000065,安米 V - 卫星 1 - CBD社团 储存工厂,157567918080.0000000000,-1332879360.0000000000,143147458560.0000000000,0.5000000000,0.0500000000,4
60000211,0.4381709993,0E-10,50000000.0000000000,10000,26,1531,1000002,30005035,20000736,10000065,安米 VI - CBD社团 储存工厂,-256810721280.0000000000,2169692160.0000000000,146786918400.0000000000,0.5000000000,0.0500000000,4
60000214,0.3968333841,0E-10,50000000.0000000000,10000,26,1531,1000002,30005030,20000736,10000065,芬斯 VI - 卫星 10 - CBD社团 储存工厂,42554204160.0000000000,-5570273280.0000000000,-588935208960.0000000000,0.5000000000,0.0500000000,4
60000217,0.4381709993,0E-10,50000000.0000000000,10000,26,1531,1000002,30005035,20000736,10000065,安米 VII - 卫星 1 - CBD社团 储存工厂,241435238400.0000000000,-2042388480.0000000000,-459262648320.0000000000,0.5000000000,0.0500000000,4
60000220,0.7293660708,0E-10,50000000.0000000000,10000,26,1531,1000002,30001729,20000256,10000020,辛迪 VI - CBD社团 储存工厂,981053153280.0000000000,-126866595840.0000000000,430000005120.0000000000,0.5000000000,0.0500000000,4
60000223,0.8673389143,0E-10,50000000.0000000000,10000,26,1531,1000002,30001732,20000256,10000020,兹释 IX - 卫星 2 - CBD社团 储存工厂,850011709440.0000000000,-66729615360.0000000000,3062612090880.0000000000,0.5000000000,0.0500000000,4
60000226,0.8333480479,0E-10,50000000.0000000000,10000,26,1531,1000002,30001731,20000256,10000020,伊拉瑟 V - 卫星 1 - CBD社团 储存工厂,-60725698560.0000000000,11157626880.0000000000,-187898388480.0000000000,0.5000000000,0.0500000000,4
60000229,0.9497942069,0E-10,50000000.0000000000,10000,26,1531,1000002,30001733,20000256,10000020,忒尤 IX - 卫星 9 - CBD社团 储存工厂,-697901998080.0000000000,100861992960.0000000000,-1691182080000.0000000000,0.5000000000,0.0500000000,4
60000232,0.7293660708,0E-10,50000000.0000000000,10000,26,1531,1000002,30001729,20000256,10000020,辛迪 VI - 卫星 2 - CBD社团 储存工厂,981105008640.0000000000,-126874214400.0000000000,429750558720.0000000000,0.5000000000,0.0500000000,4
60000235,0.8333480479,0E-10,50000000.0000000000,10000,26,1531,1000002,30001731,20000256,10000020,伊拉瑟 VII - 卫星 10 - CBD社团 储存工厂,431192432640.0000000000,-79226265600.0000000000,-291134545920.0000000000,0.5000000000,0.0500000000,4
60000238,0.9092808588,0E-10,50000000.0000000000,10000,26,1531,1000002,30004102,20000599,10000052,埃斯-伊利斯 V - CBD社团 储存工厂,-522115276800.0000000000,-44427878400.0000000000,-15786762240.0000000000,0.5000000000,0.0500000000,4
60000241,0.7737356473,0E-10,50000000.0000000000,10000,26,1531,1000002,30004099,20000599,10000052,索娜玛 VI - 卫星 12 - CBD社团 储存工厂,1482512424960.0000000000,107945533440.0000000000,-172335390720.0000000000,0.5000000000,0.0500000000,4
60000244,0.9092808588,0E-10,50000000.0000000000,10000,26,1531,1000002,30004102,20000599,10000052,埃斯-伊利斯 IV - 卫星 1 - CBD社团 储存工厂,291853393920.0000000000,24834478080.0000000000,54901678080.0000000000,0.5000000000,0.0500000000,4
60000247,0.7737356473,0E-10,50000000.0000000000,10000,26,1531,1000002,30004099,20000599,10000052,索娜玛 VII - 卫星 5 - CBD社团 储存工厂,-1657478553600.0000000000,-120685240320.0000000000,-2315270676480.0000000000,0.5000000000,0.0500000000,4
60000250,0.6473327137,0E-10,50000000.0000000000,10000,26,1531,1000002,30004103,20000599,10000052,科特 X - 卫星 6 - CBD社团 储存工厂,1962966097920.0000000000,-281786818560.0000000000,3091163504640.0000000000,0.5000000000,0.0500000000,4
60000253,0.8691072810,0E-10,50000000.0000000000,10000,26,1531,1000002,30004101,20000599,10000052,孙尼尔 VII - 卫星 16 - CBD社团 储存工厂,2181223096320.0000000000,-11047772160.0000000000,1756483215360.0000000000,0.5000000000,0.0500000000,4
60000256,0.6657824845,0E-10,50000000.0000000000,10000,26,1531,1000002,30001399,20000205,10000016,厄洛纳亚 X - 卫星 22 - CBD社团 储存工厂,743151820800.0000000000,93873070080.0000000000,-864016097280.0000000000,0.5000000000,0.0500000000,4
60000259,0.5080410986,0E-10,50000000.0000000000,10000,26,1531,1000002,30001401,20000205,10000016,诺恩尼 VI - CBD社团 储存工厂,-845254287360.0000000000,132293713920.0000000000,213408276480.0000000000,0.5000000000,0.0500000000,4
60000262,0.5080410986,0E-10,50000000.0000000000,10000,26,1531,1000002,30001401,20000205,10000016,诺恩尼 IV - CBD社团 储存工厂,184683847680.0000000000,-28905431040.0000000000,-206017781760.0000000000,0.5000000000,0.0500000000,4
60000265,0.7411521743,0E-10,50000000.0000000000,10000,26,1531,1000002,30001403,20000205,10000016,皮亚卡 II - 卫星 3 - CBD社团 储存工厂,194210734080.0000000000,33575854080.0000000000,-560669122560.0000000000,0.5000000000,0.0500000000,4
60000268,0.5080410986,0E-10,50000000.0000000000,10000,26,1531,1000002,30001401,20000205,10000016,诺恩尼 III - CBD社团 储存工厂,148531077120.0000000000,-23244840960.0000000000,175728107520.0000000000,0.5000000000,0.0500000000,4
60000271,0.6657824845,0E-10,50000000.0000000000,10000,26,1531,1000002,30001399,20000205,10000016,厄洛纳亚 X - 卫星 11 - CBD社团 储存工厂,751583846400.0000000000,94938193920.0000000000,-871651368960.0000000000,0.5000000000,0.0500000000,4
60000274,0.6991872083,0E-10,50000000.0000000000,10000,26,1531,1000003,30000149,20000021,10000002,格昆塔米 V - 卫星 1 - 疾速快递 储存工厂,489281249280.0000000000,-41618104320.0000000000,-197582069760.0000000000,0.5000000000,0.0500000000,4
60000277,0.7432522649,0E-10,50000000.0000000000,10000,26,1531,1000003,30000148,20000021,10000002,贾卡纳尔维 III - 卫星 15 - 疾速快递 储存工厂,165632286720.0000000000,2771804160.0000000000,-2455331266560.0000000000,0.5000000000,0.0500000000,4
60000280,0.6991872083,0E-10,50000000.0000000000,10000,26,1531,1000003,30000149,20000021,10000002,格昆塔米 VII - 卫星 3 - 疾速快递 储存工厂,-1049566863360.0000000000,89275637760.0000000000,-799236218880.0000000000,0.5000000000,0.0500000000,4
60000283,0.6337059450,0E-10,50000000.0000000000,10000,26,1531,1000003,30000120,20000017,10000002,密茨伦 IV - 卫星 9 - 疾速快递 储存工厂,178045624320.0000000000,30796800000.0000000000,224824320000.0000000000,0.5000000000,0.0500000000,4
60000286,0.6374281330,0E-10,50000000.0000000000,10000,26,1531,1000003,30000121,20000017,10000002,贾塔特 III - 卫星 10 - 疾速快递 储存工厂,-105431162880.0000000000,-3500236800.0000000000,359860346880.0000000000,0.5000000000,0.0500000000,4
60000289,0.6374281330,0E-10,50000000.0000000000,10000,26,1531,1000003,30000121,20000017,10000002,贾塔特 IV - 卫星 17 - 疾速快递 储存工厂,2091547238400.0000000000,69442068480.0000000000,1625949265920.0000000000,0.5000000000,0.0500000000,4
60000292,0.6501464617,0E-10,50000000.0000000000,10000,26,1531,1000003,30000126,20000018,10000002,基尔拉斯 IX - 卫星 7 - 疾速快递 储存工厂,119167426560.0000000000,-2177310720.0000000000,1321293864960.0000000000,0.5000000000,0.0500000000,4
60000295,0.8745849748,0E-10,50000000.0000000000,10000,26,1531,1000003,30000130,20000018,10000002,什胡肯 VII - 卫星 10 - 疾速快递 储存工厂,671700541440.0000000000,115793387520.0000000000,92180520960.0000000000,0.5000000000,0.0500000000,4
60000298,0.9459645526,0E-10,50000000.0000000000,10000,26,1531,1000003,30000129,20000018,10000002,乌恩帕斯 VIII - 卫星 11 - 疾速快递 储存工厂,747298775040.0000000000,-54877839360.0000000000,792041840640.0000000000,0.5000000000,0.0500000000,4
60000301,0.5669582798,0E-10,50000000.0000000000,10000,26,1531,1000003,30000188,20000027,10000002,恒托加拉 III - 卫星 6 - 疾速快递 储存工厂,135881318400.0000000000,-11557969920.0000000000,4912466288640.0000000000,0.5000000000,0.0500000000,4
60000304,0.5669582798,0E-10,50000000.0000000000,10000,26,1531,1000003,30000188,20000027,10000002,恒托加拉 IV - 疾速快递 储存工厂,-2636976906240.0000000000,224297902080.0000000000,6739993190400.0000000000,0.5000000000,0.0500000000,4
60000307,0.5285221071,0E-10,50000000.0000000000,10000,26,1531,1000003,30000189,20000027,10000002,吉安提 IX - 卫星 8 - 疾速快递 储存工厂,-978305064960.0000000000,5481308160.0000000000,1613778984960.0000000000,0.5000000000,0.0500000000,4
60000310,0.6657824845,0E-10,50000000.0000000000,10000,26,1531,1000004,30001399,20000205,10000016,厄洛纳亚 X - 卫星 21 - 耶利集团 储存工厂,755622666240.0000000000,95448145920.0000000000,-864233840640.0000000000,0.5000000000,0.0500000000,4
60000313,0.7411521743,0E-10,50000000.0000000000,10000,26,1531,1000004,30001403,20000205,10000016,皮亚卡 IV - 卫星 22 - 耶利集团 储存工厂,5196201861120.0000000000,898333532160.0000000000,-956387696640.0000000000,0.5000000000,0.0500000000,4
60000316,0.7411521743,0E-10,50000000.0000000000,10000,26,1531,1000004,30001403,20000205,10000016,皮亚卡 III - 卫星 19 - 耶利集团 储存工厂,1154160844800.0000000000,199537582080.0000000000,1007643156480.0000000000,0.5000000000,0.0500000000,4
60000319,0.4477900949,0E-10,50000000.0000000000,10000,26,1531,1000004,30001398,20000205,10000016,奥尼能 VII - 卫星 1 - 耶利集团 储存工厂,2181402255360.0000000000,-77584834560.0000000000,3598985502720.0000000000,0.5000000000,0.0500000000,4
60000322,0.8196477984,0E-10,50000000.0000000000,10000,26,1531,1000004,30002744,20000402,10000033,奥围肯 V - 卫星 6 - 耶利集团 储存工厂,-137194414080.0000000000,11895644160.0000000000,492371927040.0000000000,0.5000000000,0.0500000000,4
60000325,0.8166387669,0E-10,50000000.0000000000,10000,26,1531,1000004,30002746,20000402,10000033,欧贾蒙 III - 卫星 12 - 耶利集团 储存工厂,-33992171520.0000000000,-4781629440.0000000000,-317873725440.0000000000,0.5000000000,0.0500000000,4
60000328,0.5713400139,0E-10,50000000.0000000000,10000,26,1531,1000004,30002748,20000402,10000033,杰拉斯 VII - 卫星 15 - 耶利集团 储存工厂,463732531200.0000000000,18269921280.0000000000,-2061786931200.0000000000,0.5000000000,0.0500000000,4
60000331,0.5713400139,0E-10,50000000.0000000000,10000,26,1531,1000004,30002748,20000402,10000033,杰拉斯 VII - 卫星 1 - 耶利集团 储存工厂,468034805760.0000000000,18439987200.0000000000,-2060124364800.0000000000,0.5000000000,0.0500000000,4
