regionID,constellationID,solarSystemID,solarSystemName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,luminosity,border,fringe,corridor,hub,international,regional,constellation,security,factionID,radius,sunTypeID,securityClass
10000001,20000006,30000042,摩亚,-62674059167873800,33768290206315200,-64245757325714800,-62678450637471200,-62668557630768600,33767695127164500,33769033036678200,64240003985703000,64245758136914800,4.216,0,1,0,0,0,0,None,0.472835004,500007,4946503351372,3796,B1
10000001,20000006,30000043,萨里,-62779423667720400,52039434306573600,-81846145892347600,-62780160458622000,-62777608923875500,52039433737863600,52039434615873600,81842909351784600,81847762155740400,0.08784,1,0,0,1,0,0,None,0.379343122,500007,2426401977928,3798,B2
10000001,20000007,30000044,法斯佩拉,-87275787061837600,24422502349262500,-107306739389600000,-87276213213680900,-87274527237505200,24422435839313000,24422698965453600,107306166498738000,107307560883618000,0.1176,0,0,1,0,0,0,None,0.128258476,500007,842988087840,3796,B3
10000001,20000007,30000045,亚玛斯,-82887953753333100,32277060913727700,-99630396320491900,-82890093949345500,-82883158221344000,32276666626817900,32277944147527500,99628146543366800,99630659621489600,0.4019,0,0,0,1,0,0,None,0.21631134,500007,3467864000712,45047,B3
10000001,20000007,30000046,米弗拉塔,-78639929616778000,42640460112816600,-94549571824356300,-78644227851576800,-78639364855674400,42640384997943400,42641031786860200,94548178695059100,94552348217108300,0.07162,1,0,0,1,0,0,None,0.30380299,500007,2431497951200,45033,B2
10000001,20000007,30000047,玛加玛尔,-73381467136228000,33974076985768500,-84124835282852100,-73388043663751900,-73381323230417100,33974051103063600,33975259827072100,84115836722190400,84128499487845600,2.674,0,0,1,0,0,0,None,0.369186258,500007,6331382827616,45034,B2
10000001,20000007,30000048,伊哈尔,-84811359818445400,47168756430761600,-84060080477225600,-84819779763485200,-84810632237896000,47168631641478400,47168767219903100,84054345329102400,84063703807274800,1.209,1,0,0,1,0,0,None,0.492701245,500007,4679239086184,45036,B1
10000001,20000007,30000049,加莫尔,-89393067632056100,40323443484050300,-103505841227187000,-89394413093218000,-89391207234701500,40323295041231100,40323648749327100,103505479236014000,103506820401804000,0.03307,0,1,0,0,0,0,None,0.212976885,500007,1602929258280,45037,B3
10000001,20000007,30000050,法瑞亚,-74299224152638800,39382745820237100,-78999332766387200,-74299523844776000,-74298784638624800,39382734925162700,39382761801316800,78999332684187200,79000214558299100,0.01737,0,1,0,0,0,0,None,0.477246354,500007,440937055952,3799,B1
10000001,20000008,30000051,朱迪,-81696029803755200,43312474926582800,-71958178282436300,-81698836414232400,-81695412326939500,43312165282671800,43312543050961400,71956331143522200,71963659408042600,0.3352,1,0,0,1,0,0,None,0.649136639,500007,3664132260188,45047,B1
10000001,20000008,30000052,玛斯帕,-84298169522780300,40933231824812000,-57665504477869500,-84301020330997600,-84296383475859900,40932923005174600,40933423310672000,57663249585874000,57666307703166000,0.2775,1,0,0,1,0,0,None,0.799900977,500007,2318427568856,3799,B
10000001,20000008,30000053,伊巴利亚,-85000827583159200,43133101361465100,-66861168763407400,-85001595956303900,-85000827504659200,43132987092657600,43133101439965100,66860917786338300,66861300027079200,0.01782,0,0,1,0,0,0,None,0.730978723,500007,384225822320,45038,B1
10000001,20000008,30000054,莎拉,-85039605426929600,33253850385570600,-57833924355980600,-85041571783052400,-85037023415453900,33253473619414600,33254137315552800,57830802156125800,57837745662833100,0.1749,0,0,1,0,0,0,None,0.715563758,500007,3471753353664,45036,B1
10000001,20000008,30000055,泽玛鲁,-78353005942623200,37708303599870300,-58441885318365000,-78353238145774700,-78352033821819300,37708270149091800,37708443639362700,58440247619762300,58442797566572600,0.04283,0,0,1,0,0,0,None,0.725158525,500007,1274973405164,45041,B1
10000001,20000008,30000056,坎克尼迪亚,-76447984592627100,42323396070787200,-71495345478719400,-76450527162085600,-76443964777350800,42323135662220800,42323807779278800,71492305371194000,71498717217879800,0.05294,0,1,0,0,0,0,None,0.613595835,500007,3281192367384,7,B1
10000001,20000009,30000057,尼克,-85714432605002000,66485180580943200,-61024775895002300,-85717070764877200,-85708939278167600,66484350424289900,66485580711435200,61019515896602800,61028713131410200,0.1239,1,0,0,1,0,0,None,0.774198461,500007,4598617403668,7,B
10000001,20000009,30000058,阿曼法尔,-81506260408812000,71942058569451900,-60077264184929200,-81506574801111800,-81504055169650200,71942039992215900,71942189774607200,60075146847528000,60077865972822700,0.01216,1,0,0,1,0,0,None,0.702186995,500007,1359562647344,3800,B1
10000001,20000009,30000059,萨拉莎亚玛,-78462144495839600,75721744939315600,-53501874200793500,-78462513798788600,-78461788922227600,75721676997453100,75721815505618800,53499264600324400,53503218477832600,0.01616,0,0,1,0,0,0,None,0.665586231,500007,1976938754072,3800,B1
10000001,20000009,30000060,加纳斯,-67019723134447600,75145506477540300,-56751705435097900,-67020806444739000,-67015725982405600,75145141127820700,75145605243000000,56751047625921600,56752912957364400,0.07187,0,0,0,1,0,0,None,0.545570545,500007,2540231166708,45033,B1
10000001,20000009,30000061,艾格哈,-85529128805122800,68585914092815000,-64690720392612600,-85529179163155600,-85526292604255200,68585765978457000,68585916737503400,64690122574439800,64691969806773800,0.01005,0,1,0,0,0,0,None,0.718782621,500007,1443279450256,3800,B1
10000001,20000009,30000062,艾萨恩汀,-60426349382586600,75280217078275200,-59383802160235900,-60426434609711200,-60424583799533500,75280212978117900,75280302013938400,59383740232553800,59385736656927200,0.01804,0,0,0,1,0,0,None,0.45034335,500007,998212186708,45039,B1
10000001,20000009,30000063,欧尔瓦,-58831333756248400,65071791530294200,-58535541425382300,-58837113158115100,-58830206256882400,65071519567848000,65071844742488400,58535331754139500,58537822179314000,0.5037,0,0,0,1,0,0,None,0.509949589,500007,3453450616288,3797,B1
10000001,20000009,30000064,泽特,-61899112908873600,63390250691681100,-57778987238062200,-61901289718657800,-61897185418720300,63389901266880800,63390648038800400,57777836193887200,57785121393701400,0.144,1,0,0,1,0,0,None,0.569697661,500007,3642599907084,7,B1
10000001,20000009,30000065,埃克拉德,-55467810092119800,75041947502068000,-65667847016388000,-55468243422207200,-55462055555503500,75041723516595000,75041964377703300,65665232625321200,65669439446057400,0.3348,1,0,0,1,0,0,None,0.358476525,500007,3093933351904,45030,B2
10000001,20000009,30000066,皮洛西丁,-66053705321788000,60016694152712400,-60830334913800000,-66058146159092000,-66050526460405200,60016268634498700,60017285084022400,60821555616788000,60835324498204800,0.6256,0,0,1,0,0,0,None,0.62869609,500007,6884440708384,3802,B1
10000001,20000009,30000067,沙日耳,-60941548092406800,77995677851633600,-65672158117746600,-60941811070028300,-60939530306288700,77995661223504400,77995805925191300,65666796126326000,65673446138619800,0.5506,0,0,1,0,0,0,None,0.396848687,500007,3325006146924,3797,B2
10000001,20000009,30000068,乌斯洛,-83511864320234000,78631957879831900,-63739762008452600,-83514564213295200,-83511709728314200,78631871690628000,78631962816650500,63739393593247100,63740849172333900,0.02819,0,0,1,0,0,0,None,0.597457508,500007,1427242490504,45033,B1
10000001,20000009,30000069,泰尔瑞尔,-60038254601218400,56960319635112800,-61574404562871800,-60038544702883600,-60035683441380800,56960262958223000,56960821917952400,61573138075303200,61575215935533900,0.09048,0,0,0,1,0,0,None,0.542032781,500007,1430630751424,45037,B1
10000001,20000010,30000070,格马提,-102466093278155000,61739122987126600,-92805341321059900,-102466997652635000,-102463095995084000,61739017136700600,61739154925911100,92804809802176800,92806464554255900,0.02424,1,0,0,1,0,0,None,0.387421324,500007,1950828774872,45032,B2
10000001,20000010,30000071,加恩加尔,-103711104103328000,71636002389670400,-81696206367769200,-103712212483082000,-103709545781840000,71635753963322000,71636179085631000,81696120703662400,81697887220957200,0.1145,0,1,0,0,0,0,None,0.527328625,500007,1333350620600,3799,B1
10000001,20000010,30000072,纳卡赫,-115776531141552000,81776967342702300,-98226669274008700,-115777068819748000,-115775777870922000,81776881347379200,81777028727878800,98226252395296400,98226992974939800,0.01538,1,0,0,1,1,1,None,0.363864338,500007,645474412840,3799,B2
10000001,20000010,30000073,伊列莎,-95323443986144400,60897202373633200,-89454401512341100,-95328810084356600,-95321785394405200,60896928689934600,60898087836883600,89450267821138400,89456251865351200,0.15,1,0,0,1,0,0,None,0.429506645,500007,3512344975656,45031,B2
10000001,20000010,30000074,哈萨蒂姆,-109124883950156000,68647473524096800,-91822983992110400,-109128258957788000,-109124080116432000,68647463532210800,68647515508100700,91820936827815100,91823816080581600,0.0101,0,0,0,1,0,0,None,0.426496412,500007,2089420678352,3800,B2
10000001,20000010,30000075,艾沙哈,-115655018403000000,74112145986600000,-103188394071000000,-115656681042000000,-115652666422000000,74111887391600000,74112327438800000,103183531561000000,103188893917000000,0.3229,1,0,0,1,0,1,None,0.297802199,500007,2681177697140,6,B2
10000001,20000011,30000076,提达查,-96666131425390800,65065656728686000,-56208771481079200,-96666548115730000,-96662132175917400,65065442897209800,65065679289751600,56208150368083200,56210554611892400,0.1989,1,0,0,1,0,0,None,0.820099045,500007,2207969906304,3798,B
10000001,20000011,30000077,欧迪博,-100580464528326000,61711747519974400,-55983784947667600,-100581029908479000,-100578598711728000,61711563051008200,61711803418018400,55980149383841600,55985210254675600,0.2979,0,0,0,1,0,0,None,0.824516601,500007,2530435416980,3799,B
10000001,20000011,30000078,乔法恩,-107343994369715000,60153248576634800,-55559557102143200,-107347690498255000,-107343608068300000,60153243763592800,60153294582452800,55553592651025600,55560560729688000,0.4978,0,0,1,0,0,0,None,0.779548204,500007,3484039331156,45036,B
10000001,20000011,30000079,米鲁,-96066093767465700,68304706530540300,-60042819513443600,-96068089590003900,-96065426214635800,68304685640349600,68304768978757200,60041278162926400,60045296263308600,0.01022,0,1,0,0,0,0,None,0.769625318,500007,2009050191076,3800,B
10000001,20000011,30000080,亚蒂,-107977718946196000,61286366636039900,-60141607008473500,-107978277359012000,-107972629880948000,61286305258891600,61286925978563600,60141154132607600,60144468362237100,0.214,0,0,0,1,0,0,None,0.750268476,500007,2823739032304,3798,B
10000001,20000011,30000081,布夫提亚,-112289887271664000,65924024970737400,-57819372548905600,-112294657881128000,-112289445532104000,65923210401056400,65924100682792400,57819364971024000,57825419582159100,0.3825,0,1,0,0,0,0,None,0.708741297,500007,3027305567524,7,B1
10000001,20000012,30000082,贾日扎,-99552082879404900,48386295721765900,-65266532013842400,-99553253805770800,-99546309584132800,48386242166173200,48386560247828400,65264456976500400,65269682071507600,0.3238,0,0,0,1,0,0,None,0.76543098,500007,3472110818984,6,B
10000001,20000012,30000083,伊加西,-106306688887847000,59731533376764800,-65513066698408800,-106308117314636000,-106306529121288000,59731362307084400,59731552525790700,65512609626597100,65513336182202400,0.01668,0,0,1,0,0,0,None,0.728910235,500007,794096674264,3802,B1
10000001,20000012,30000084,埃斯格哈提尔,-95555831489462800,43353413865686400,-61405745587947600,-95557462264742800,-95555473064924800,43353331087546200,43353432218139000,61405340824995900,61406535880195600,0.04094,1,0,0,1,0,0,None,0.794778168,500007,994599909008,45041,B
10000001,20000012,30000085,巴尔,-98443107172810700,54154223688939600,-74272136309516700,-98446799808331200,-98441858044869700,54153778487085600,54154374323658400,74271014181810400,74277655340908300,0.2758,1,0,0,1,0,0,None,0.66583813,500007,3320579548912,45041,B1
10000001,20000012,30000086,苏查,-106276091837530000,52625499381688000,-72085421990848400,-106277956580215000,-106272538208504000,52625324591000400,52625832881391800,72084312566225200,72090595395285600,0.2355,0,0,1,0,0,0,None,0.658264787,500007,3141414530152,45041,B1
10000001,20000012,30000087,格汉,-101293245585079000,62616846009737900,-69804856608659100,-101295613758696000,-101291504338226000,62616583469941400,62617203074694600,69803294278342600,69809515910126000,0.5756,0,0,1,0,0,0,None,0.701676428,500007,3110815891780,45038,B1
10000001,20000012,30000088,阿克瓦,-94709472495039200,62114404413655000,-73801409628830400,-94713595261069700,-94709399046734800,62114402549716400,62114511845043200,73798875807100400,73801783065994700,0.03116,0,1,0,0,0,0,None,0.664834849,500007,2098107167440,45039,B1
10000001,20000013,30000089,索萨,-83486917314354800,71188199613808600,-94156974663561700,-83491485875644700,-83486402753578000,71188149240784200,71188646842040800,94154735513377900,94157956696180900,0.4497,0,0,0,1,0,0,None,0.301179027,500007,2541561033336,45036,B2
10000001,20000013,30000090,伊拉赫德,-81795663334184100,75261229626648800,-90706702954643100,-81796931876414800,-81792147328723200,75260974129528400,75261320921791600,90706636968733600,90710403094238000,0.04924,1,0,0,1,0,0,None,0.315943466,500007,2392273845744,45032,B2
10000001,20000013,30000091,厄什威尔,-88681978645793200,82300286639160900,-97642794568668000,-88682275388014700,-88672615031724400,82300282743804400,82300406490942300,97638438602346300,97644074296616800,1.11,0,1,0,0,0,0,None,0.218968472,500007,4830178145160,8,B3
10000001,20000013,30000092,阿拉尼尔,-84224358460811000,66954736263958700,-100539545847312000,-84229079358449700,-84224357938611000,66954439825573200,66954736786158700,100539151477507000,100540672057806000,1.706,0,0,1,0,0,0,None,0.242788607,500007,2360709919400,3796,B3
10000001,20000013,30000093,伊始卡德,-84112961361626200,77363606181604800,-86139083467917500,-84113776874788800,-84111730819249400,77363559342359500,77363637220158000,86138210210833600,86140951177325700,0.04505,0,1,0,0,0,0,None,0.366035538,500007,1370483246112,3802,B2
10000001,20000013,30000094,哈希尔,-88958161349679600,68462213202648800,-104268722287202000,-88958357094035200,-88951999077931200,68462189613255200,68462955626346000,104266623136532000,104271703255503000,0.2222,0,1,0,0,0,0,None,0.208114842,500007,3179008052008,3798,B3
10000001,20000014,30000095,埃斯勒姆,-59828504059703200,66629552609130800,-85659028328457700,-59828614895564700,-59825608853892000,66629542423766000,66629818474964300,85656803347524400,85661130502974700,0.01259,0,0,1,0,0,0,None,0.284997696,500007,2163577725104,3800,B2
10000001,20000014,30000096,曼那格,-60873887339427200,59027758123983600,-96570831066938000,-60877382607877000,-60871819787177100,59027630869997500,59027833271072700,96570198226844800,96572294514218300,0.4387,0,1,0,0,0,0,None,0.205003378,500007,2781410349996,3803,B3
10000001,20000014,30000097,莎彻,-60517246678774800,60891618017717400,-83890696854372800,-60518731966976400,-60516399291830300,60891500019552400,60891824843086000,83889031203008800,83893201639752300,0.02324,0,0,0,1,0,0,None,0.32604308,500007,2085218371768,45031,B2
10000001,20000014,30000098,克拉拉,-73665197946545400,71700983084175800,-85410625009387600,-73665684699674800,-73665033930987600,71700959864301200,71701052279969200,85410028442692000,85412662775948400,0.0944,1,0,0,1,0,0,None,0.364844024,500007,1317166628232,45041,B2
10000001,20000014,30000099,艾瑞纳,-68548626619899200,70634573843748200,-76325081413372000,-68552056939203200,-68542554721496600,70634299373494300,70635059668626000,76322318891021500,76329545740262800,0.02355,0,0,0,1,0,0,None,0.442329882,500007,4751108853364,3800,B2
10000001,20000014,30000100,蒂梅尔,-56617016616469500,55052089301391000,-82173112784626400,-56621775279947200,-56613800555309200,55051437202753600,55052530007903600,82172071733754700,82175982156721900,0.3639,1,0,1,0,0,0,None,0.314131069,500007,3987362319056,45047,B2
10000001,20000014,30000101,奥塔法,-73016369800946500,71832412683630300,-73973081225141600,-73024923366758000,-73016259155042000,71831362041021600,71832426275340400,73971396173515600,73974672317416900,0.3807,0,0,0,1,0,0,None,0.499612286,500007,4332105858008,45032,B1
10000001,20000014,30000102,戴萨,-61365930431327900,71685882544268000,-89973109429664400,-61366364049839600,-61363597484252600,71685869752501600,71685951375691500,89971316790875600,89973234054515800,0.02439,0,0,0,1,0,0,None,0.236195309,500007,1383282793528,45032,B3
10000001,20000014,30000103,瑟拉德,-69237792256978800,68408660502674000,-70906262138822000,-69244869980087900,-69235616578818300,68408591075083200,68408886353007000,70902246394290400,70908569817657900,1.16,0,0,1,0,0,0,None,0.525836373,500007,4626700634780,45036,B1
10000001,20000014,30000104,马哈蒂,-59358932400900600,75993899779582500,-87114289959390300,-59361563766250300,-59358558573422400,75993897225632800,75993917611566000,87109746409836100,87119912510836700,1.452,0,1,0,0,0,0,None,0.228281786,500007,5083050500272,10,B3
10000001,20000014,30000105,阿布哈,-77433814344717100,83078598142142300,-72003290355774000,-77435959441659100,-77433386128231800,83078241764391600,83078669285243800,72002585278976400,72004733679884200,0.06385,1,0,1,0,0,0,None,0.434101313,500007,1286656713648,6,B2
10000001,20000015,30000106,舍多,-89433559616933600,46900373173162200,-83758112088624800,-89436794105984600,-89430746720782400,46900060409555800,46900645748610800,83754539139462000,83759251647839200,0.1028,1,0,0,1,0,0,None,0.506117739,500007,3023692601128,3802,B1
10000001,20000015,30000107,加密斯,-102362648910611000,40596126609599000,-82548921662377700,-102363912158206000,-102361544349896000,40596102495014800,40596154501947200,82548090082874400,82550606034927500,0.1769,1,0,0,1,0,0,None,0.473906174,500007,1257976026488,45042,B1
10000001,20000015,30000108,列日珥,-101098098348746000,32921861844933800,-87753326166026000,-101101546548588000,-101096785590984000,32921706156739100,32921921117829000,87750619849575600,87755580679583600,0.07206,0,0,1,0,0,0,None,0.353440208,500007,2480415003968,8,B2
10000001,20000015,30000109,贝尔塔,-85372244434263200,33497559002336600,-78714012881177900,-85374748115229500,-85372139171825500,33497549466254900,33497782904869600,78713905888652800,78714665610269200,0.06483,1,0,0,1,0,0,None,0.489557234,500007,1304471702000,45033,B1
10000001,20000015,30000110,被吉尔多德,-106671896575290000,46086783476644400,-88535511544047000,-106672228836848000,-106671114934036000,46086717168879400,46086940316169000,88532950135556100,88535932658167900,0.1059,0,0,1,0,0,0,None,0.405349115,500007,1491261305872,45041,B2
